Incident ID,Country,Country_ID,Year,Attack Type,Target Industry,Financial Loss (in Million $),Number of Affected Users,Attack Source,Security Vulnerability Type,Defense Mechanism Used,Incident Resolution Time (in Hours),Attack_typeID
2426,Japan,9,2024,SQL Injection,Banking,67.37,521384,Unknown,Social Engineering,Antivirus,32,8
2427,Russia,7,2022,SQL Injection,Government,69.09,474183,Insider,Weak Passwords,Antivirus,27,72
2428,Brazil,8,2018,SQL Injection,Retail,36.63,829742,Insider,Unpatched Software,Firewall,57,65
2429,USA,10,2021,DDoS,Telecommunications,99.81,460842,Unknown,Weak Passwords,AI-based Detection,59,34
2430,Australia,6,2022,Malware,Retail,47.33,839881,Unknown,Zero-day,Firewall,51,50
2431,Brazil,8,2017,DDoS,IT,72.48,860625,Unknown,Zero-day,Firewall,4,104
2432,UK,3,2019,SQL Injection,Healthcare,65.47,263110,Insider,Social Engineering,Firewall,6,58
2433,Japan,9,2020,Man-in-the-Middle,IT,13.61,506364,Nation-state,Social Engineering,Firewall,66,94
2434,USA,10,2021,Phishing,Education,6.01,176772,Insider,Unpatched Software,Firewall,6,53
2435,Brazil,8,2021,SQL Injection,Retail,1.32,564277,Nation-state,Weak Passwords,Firewall,1,118
2436,Australia,6,2017,Man-in-the-Middle,Retail,47.97,36780,Insider,Unpatched Software,AI-based Detection,64,16
2437,Germany,4,2021,Ransomware,Retail,46.82,589744,Nation-state,Weak Passwords,VPN,32,110
2438,Russia,7,2018,Malware,Government,59.01,309230,Hacker Group,Social Engineering,Encryption,61,76
2439,China,1,2024,Man-in-the-Middle,Telecommunications,53.59,4913,Hacker Group,Weak Passwords,AI-based Detection,61,108
2440,Brazil,8,2020,SQL Injection,Education,50.41,350295,Insider,Unpatched Software,Encryption,5,30
2441,USA,10,2020,DDoS,Banking,60.2,998937,Nation-state,Zero-day,Antivirus,19,79
2442,Brazil,8,2018,Malware,Telecommunications,96.22,445546,Nation-state,Weak Passwords,Firewall,45,98
2443,Brazil,8,2023,SQL Injection,Healthcare,7.33,486146,Insider,Zero-day,Firewall,12,119
2444,UK,3,2016,Phishing,Education,29.49,466333,Hacker Group,Zero-day,Firewall,51,48
2445,Japan,9,2019,Phishing,Government,73.35,706019,Nation-state,Zero-day,Encryption,65,15
2446,UK,3,2020,DDoS,Retail,70.03,971464,Nation-state,Weak Passwords,Firewall,4,97
2447,India,2,2015,Man-in-the-Middle,IT,76.97,224983,Nation-state,Weak Passwords,AI-based Detection,42,108
2448,Brazil,8,2019,Ransomware,Telecommunications,87.41,919425,Nation-state,Unpatched Software,Encryption,45,25
2449,Russia,7,2023,DDoS,Telecommunications,57.25,115138,Unknown,Unpatched Software,Encryption,42,82
2450,Japan,9,2020,Phishing,IT,99.57,786468,Nation-state,Social Engineering,AI-based Detection,42,101
2451,India,2,2023,Phishing,Retail,5.11,620560,Hacker Group,Weak Passwords,Antivirus,59,21
2452,USA,10,2017,Malware,Government,56.74,976007,Insider,Social Engineering,Encryption,59,76
2453,France,5,2016,DDoS,Education,46.58,361163,Hacker Group,Zero-day,Firewall,38,104
2454,Brazil,8,2017,Ransomware,Healthcare,54.78,469735,Nation-state,Zero-day,Encryption,57,88
2455,USA,10,2015,Man-in-the-Middle,IT,46.27,117231,Unknown,Unpatched Software,AI-based Detection,28,16
2456,Germany,4,2018,Ransomware,Healthcare,14.38,276925,Unknown,Unpatched Software,VPN,54,56
2457,Australia,6,2019,Malware,Telecommunications,37.3,208089,Unknown,Zero-day,Antivirus,33,86
2458,Australia,6,2016,Phishing,Telecommunications,63.81,71720,Hacker Group,Zero-day,Encryption,21,15
2459,Russia,7,2024,Ransomware,Telecommunications,35.62,236676,Nation-state,Social Engineering,AI-based Detection,67,4
2460,India,2,2024,Man-in-the-Middle,Telecommunications,93.46,409281,Nation-state,Weak Passwords,Antivirus,18,52
2461,Japan,9,2023,Phishing,Banking,82.36,612815,Insider,Zero-day,Antivirus,12,31
2462,Russia,7,2018,SQL Injection,Telecommunications,11.32,153618,Nation-state,Weak Passwords,VPN,29,117
2463,India,2,2023,Ransomware,Banking,57.15,704230,Nation-state,Zero-day,VPN,71,91
2464,China,1,2019,Malware,Retail,79.37,863510,Hacker Group,Weak Passwords,VPN,2,114
2465,India,2,2024,DDoS,Healthcare,4.08,488599,Unknown,Social Engineering,Encryption,11,14
2466,France,5,2022,Ransomware,Healthcare,80.73,964782,Unknown,Weak Passwords,VPN,47,110
2467,Germany,4,2018,Man-in-the-Middle,IT,48.96,323027,Unknown,Unpatched Software,Encryption,49,37
2468,China,1,2023,Man-in-the-Middle,Education,10.55,12970,Unknown,Social Engineering,Antivirus,32,6
2469,India,2,2020,Man-in-the-Middle,Government,50.19,659835,Unknown,Zero-day,Encryption,46,103
2470,China,1,2023,SQL Injection,Telecommunications,66.92,336320,Hacker Group,Social Engineering,VPN,51,96
2471,China,1,2017,Man-in-the-Middle,Banking,47.52,83617,Insider,Unpatched Software,AI-based Detection,64,16
2472,Brazil,8,2018,Malware,Banking,87.13,99178,Nation-state,Unpatched Software,Antivirus,27,42
2473,Brazil,8,2024,Ransomware,Education,80.1,489369,Nation-state,Unpatched Software,Encryption,41,25
2474,Russia,7,2017,Phishing,Telecommunications,2.22,620350,Hacker Group,Zero-day,Firewall,45,48
2475,USA,10,2020,DDoS,Healthcare,38.14,846602,Insider,Weak Passwords,Firewall,31,97
2476,India,2,2017,Malware,Government,61.02,650042,Nation-state,Unpatched Software,Antivirus,48,42
2477,Japan,9,2019,Man-in-the-Middle,Government,61.01,549197,Hacker Group,Social Engineering,Antivirus,59,6
2478,France,5,2023,Phishing,IT,15.49,138639,Hacker Group,Unpatched Software,VPN,14,1
2479,Australia,6,2024,Man-in-the-Middle,Healthcare,93.4,833819,Insider,Unpatched Software,Antivirus,14,66
2480,India,2,2022,Malware,Retail,13.88,813217,Insider,Zero-day,AI-based Detection,71,29
2481,UK,3,2017,Malware,Banking,11.25,636273,Insider,Zero-day,Antivirus,30,86
2482,Russia,7,2017,Man-in-the-Middle,Banking,66.53,45277,Insider,Social Engineering,Firewall,43,94
2483,Australia,6,2015,Phishing,Telecommunications,89.41,488342,Hacker Group,Unpatched Software,Firewall,23,53
2484,France,5,2019,Phishing,IT,55.31,526220,Nation-state,Social Engineering,AI-based Detection,2,101
2485,USA,10,2023,DDoS,Education,90.38,311596,Insider,Weak Passwords,VPN,23,90
2486,Brazil,8,2024,DDoS,Retail,25.17,658226,Insider,Weak Passwords,VPN,52,90
2487,India,2,2019,Phishing,Education,6.29,344693,Hacker Group,Social Engineering,Encryption,19,44
2488,France,5,2016,Phishing,Education,37.57,380995,Unknown,Weak Passwords,VPN,60,32
2489,Brazil,8,2018,Malware,Banking,3.1,458185,Insider,Social Engineering,AI-based Detection,31,61
2490,Brazil,8,2022,Man-in-the-Middle,Education,91.69,581034,Insider,Social Engineering,VPN,67,5
2491,Russia,7,2019,Ransomware,Retail,19.97,722544,Hacker Group,Social Engineering,Encryption,14,109
2492,Brazil,8,2024,Phishing,IT,28.78,793783,Insider,Social Engineering,Firewall,17,69
2493,China,1,2023,SQL Injection,IT,53.21,620822,Unknown,Zero-day,Firewall,21,119
2494,Russia,7,2022,Ransomware,Healthcare,16.6,715102,Insider,Zero-day,Antivirus,2,106
2495,Russia,7,2021,Man-in-the-Middle,Banking,44.32,634390,Unknown,Zero-day,Antivirus,54,80
2496,Japan,9,2021,Ransomware,Government,10.34,791473,Nation-state,Weak Passwords,Firewall,58,68
2497,China,1,2022,Phishing,IT,41.81,631816,Unknown,Weak Passwords,Firewall,29,75
2498,Germany,4,2016,Malware,Banking,84.54,517353,Nation-state,Social Engineering,Antivirus,41,26
2499,Japan,9,2015,Malware,Telecommunications,40.38,118734,Insider,Unpatched Software,AI-based Detection,21,67
2500,India,2,2020,Man-in-the-Middle,Education,39.15,963367,Insider,Zero-day,Encryption,50,103
2501,Australia,6,2021,SQL Injection,Telecommunications,22.51,71557,Insider,Social Engineering,Antivirus,47,8
2502,Brazil,8,2017,Ransomware,Government,58.18,824704,Hacker Group,Zero-day,Antivirus,30,106
2503,Germany,4,2023,Man-in-the-Middle,Banking,92.48,1326,Nation-state,Social Engineering,Antivirus,11,6
2504,UK,3,2015,Phishing,Banking,51.38,630931,Insider,Zero-day,AI-based Detection,48,23
2505,Germany,4,2016,Phishing,Government,93.61,395731,Insider,Unpatched Software,AI-based Detection,64,85
2506,Australia,6,2017,Ransomware,Government,27.38,918816,Unknown,Weak Passwords,AI-based Detection,58,100
2507,Australia,6,2021,Malware,Healthcare,74.61,357205,Nation-state,Weak Passwords,Antivirus,21,46
2508,UK,3,2019,SQL Injection,IT,78.84,464960,Unknown,Unpatched Software,Encryption,24,30
2509,USA,10,2019,Ransomware,Telecommunications,65.7,51619,Insider,Unpatched Software,VPN,3,56
2510,Brazil,8,2017,Phishing,IT,81.04,850794,Unknown,Social Engineering,Antivirus,69,105
2511,France,5,2015,Man-in-the-Middle,Banking,27.2,559841,Nation-state,Unpatched Software,VPN,22,77
2512,China,1,2018,DDoS,Healthcare,86.38,685136,Nation-state,Weak Passwords,Antivirus,62,39
2513,Brazil,8,2016,Malware,Education,83.93,102797,Unknown,Weak Passwords,Firewall,17,98
2514,France,5,2022,Ransomware,Healthcare,40.36,439046,Insider,Social Engineering,VPN,42,20
2515,USA,10,2019,SQL Injection,Telecommunications,57.4,51312,Insider,Social Engineering,AI-based Detection,26,28
2516,Brazil,8,2022,Ransomware,Retail,1.42,510870,Unknown,Unpatched Software,AI-based Detection,35,87
2517,Russia,7,2021,SQL Injection,Government,66.5,348118,Hacker Group,Zero-day,VPN,42,36
2518,Australia,6,2016,Ransomware,Healthcare,47.18,509930,Unknown,Social Engineering,AI-based Detection,68,4
2519,UK,3,2016,Ransomware,IT,58.99,822380,Hacker Group,Zero-day,Firewall,26,12
2520,Germany,4,2022,SQL Injection,Banking,52.91,619669,Unknown,Unpatched Software,Antivirus,19,41
2521,Australia,6,2023,SQL Injection,Telecommunications,20.95,341111,Insider,Weak Passwords,VPN,14,117
2522,France,5,2018,Ransomware,Government,2.79,443730,Hacker Group,Weak Passwords,Antivirus,39,19
2523,Japan,9,2017,DDoS,IT,27.76,824968,Insider,Weak Passwords,Encryption,15,60
2524,Japan,9,2016,Man-in-the-Middle,Retail,58.77,172346,Nation-state,Social Engineering,AI-based Detection,51,62
2525,Germany,4,2022,DDoS,Telecommunications,51.95,919855,Hacker Group,Weak Passwords,Antivirus,56,39
2526,Germany,4,2021,Man-in-the-Middle,IT,90.57,254634,Hacker Group,Social Engineering,AI-based Detection,5,62
2527,France,5,2022,Phishing,Retail,39.15,724409,Unknown,Weak Passwords,Antivirus,56,21
2528,UK,3,2018,Phishing,Healthcare,95.3,269142,Unknown,Unpatched Software,Encryption,72,57
2529,India,2,2024,Phishing,Retail,92.48,32067,Insider,Unpatched Software,Antivirus,19,55
2530,Germany,4,2020,Malware,Government,32.2,591314,Hacker Group,Weak Passwords,Encryption,65,51
2531,Germany,4,2019,SQL Injection,Healthcare,91.72,149171,Hacker Group,Zero-day,VPN,64,36
2532,Brazil,8,2016,DDoS,IT,13.52,535205,Hacker Group,Social Engineering,AI-based Detection,53,18
2533,Germany,4,2022,Ransomware,Education,87.93,471889,Nation-state,Zero-day,Antivirus,4,106
2534,France,5,2019,Phishing,Healthcare,52.18,869751,Insider,Zero-day,Firewall,12,48
2535,Russia,7,2017,DDoS,Education,50.42,690010,Nation-state,Weak Passwords,Firewall,18,97
2536,Brazil,8,2017,Ransomware,Healthcare,32.9,433987,Unknown,Zero-day,AI-based Detection,21,115
2537,UK,3,2017,Phishing,Banking,1.54,31262,Unknown,Social Engineering,Firewall,56,69
2538,Australia,6,2022,Malware,Retail,32.26,824433,Nation-state,Unpatched Software,AI-based Detection,60,67
2539,Germany,4,2023,Man-in-the-Middle,Retail,23.28,651963,Insider,Unpatched Software,AI-based Detection,53,16
2540,France,5,2017,SQL Injection,Education,81.06,349070,Unknown,Zero-day,VPN,41,36
2541,USA,10,2024,Malware,Telecommunications,71.42,967411,Hacker Group,Social Engineering,AI-based Detection,47,61
2542,Japan,9,2021,SQL Injection,Retail,64.81,263770,Unknown,Social Engineering,Antivirus,62,8
2543,UK,3,2016,Phishing,Retail,85.89,714670,Hacker Group,Weak Passwords,VPN,32,32
2544,USA,10,2021,DDoS,Telecommunications,47.84,498904,Hacker Group,Zero-day,Antivirus,65,79
2545,USA,10,2024,Phishing,Education,47.95,569539,Unknown,Weak Passwords,Encryption,18,95
2546,China,1,2016,Man-in-the-Middle,Retail,82.52,217938,Nation-state,Weak Passwords,VPN,69,3
2547,China,1,2022,Ransomware,Retail,36.48,172607,Unknown,Zero-day,VPN,60,91
2548,India,2,2023,Man-in-the-Middle,Retail,95.66,424762,Insider,Unpatched Software,VPN,10,77
2549,Japan,9,2019,Man-in-the-Middle,IT,42.34,130309,Insider,Zero-day,AI-based Detection,56,45
2550,India,2,2018,DDoS,Government,65.11,95378,Insider,Social Engineering,Antivirus,67,112
2551,India,2,2017,Phishing,IT,53.95,920801,Nation-state,Zero-day,Antivirus,52,31
2552,Japan,9,2020,Man-in-the-Middle,Retail,91.36,551038,Insider,Social Engineering,Firewall,21,94
2553,China,1,2016,Malware,Telecommunications,85.8,962508,Unknown,Social Engineering,AI-based Detection,13,61
2554,France,5,2020,Malware,Healthcare,92.29,267554,Hacker Group,Social Engineering,Firewall,45,17
2555,Japan,9,2020,Ransomware,IT,25.3,76258,Unknown,Social Engineering,VPN,43,20
2556,Russia,7,2016,Malware,Banking,3.6,661377,Hacker Group,Weak Passwords,Antivirus,66,46
2557,Australia,6,2022,SQL Injection,Retail,56.62,310341,Unknown,Weak Passwords,Encryption,32,64
2558,Russia,7,2017,Phishing,Education,66.25,702883,Insider,Unpatched Software,VPN,31,1
2559,USA,10,2017,Malware,Education,78.38,516103,Hacker Group,Unpatched Software,Firewall,62,70
2560,USA,10,2015,Malware,Retail,84.7,542283,Hacker Group,Social Engineering,Firewall,64,17
2561,Russia,7,2016,SQL Injection,Government,43.75,173441,Hacker Group,Social Engineering,Antivirus,43,8
2562,France,5,2017,DDoS,Retail,67.36,856228,Hacker Group,Zero-day,Encryption,47,27
2563,UK,3,2019,Malware,IT,68.54,791265,Hacker Group,Social Engineering,Firewall,65,17
2564,USA,10,2019,Malware,Retail,45.42,969699,Hacker Group,Social Engineering,Firewall,63,17
2565,Russia,7,2023,Malware,Telecommunications,95,338867,Nation-state,Unpatched Software,AI-based Detection,34,67
2566,Japan,9,2018,Ransomware,Government,44.98,951249,Hacker Group,Weak Passwords,VPN,25,110
2567,USA,10,2022,Ransomware,IT,50.4,34584,Insider,Zero-day,Firewall,43,12
2568,Brazil,8,2021,Malware,Education,74.37,298836,Hacker Group,Social Engineering,Encryption,29,76
2569,Brazil,8,2018,Malware,Retail,27.82,526161,Unknown,Unpatched Software,AI-based Detection,12,67
2570,Brazil,8,2020,Phishing,Government,76.95,476308,Insider,Social Engineering,VPN,44,47
2571,China,1,2017,SQL Injection,Banking,29.39,206897,Unknown,Zero-day,Encryption,18,102
2572,Japan,9,2022,Malware,IT,1.92,2653,Nation-state,Unpatched Software,AI-based Detection,56,67
2573,UK,3,2024,Ransomware,Healthcare,90.37,540353,Hacker Group,Unpatched Software,Antivirus,68,71
2574,Germany,4,2015,Phishing,Retail,84.77,779922,Nation-state,Zero-day,Antivirus,50,31
2575,Germany,4,2016,Ransomware,Education,24.4,908906,Hacker Group,Weak Passwords,AI-based Detection,46,100
2576,Russia,7,2021,Man-in-the-Middle,Healthcare,28.34,446741,Nation-state,Weak Passwords,Firewall,20,116
2577,India,2,2023,Phishing,Education,9.95,317488,Insider,Social Engineering,VPN,46,47
2578,Brazil,8,2024,Phishing,IT,72.33,182613,Unknown,Unpatched Software,AI-based Detection,26,85
2579,UK,3,2018,Ransomware,IT,61.42,211305,Hacker Group,Zero-day,Encryption,27,88
2580,UK,3,2024,DDoS,Government,68.83,60379,Hacker Group,Unpatched Software,Firewall,32,9
2581,Russia,7,2020,Ransomware,Healthcare,11.11,785179,Unknown,Weak Passwords,VPN,2,110
2582,Russia,7,2022,SQL Injection,Telecommunications,1.99,652682,Insider,Social Engineering,Encryption,46,81
2583,Brazil,8,2022,SQL Injection,Banking,5.85,52649,Nation-state,Unpatched Software,Encryption,57,30
2584,Germany,4,2024,Man-in-the-Middle,Government,45.75,865871,Insider,Weak Passwords,Antivirus,58,52
2585,Russia,7,2022,DDoS,Retail,93.71,474552,Nation-state,Zero-day,Encryption,20,27
2586,France,5,2024,SQL Injection,Healthcare,5.7,400840,Insider,Social Engineering,VPN,57,96
2587,USA,10,2020,Phishing,Education,60.57,275819,Nation-state,Social Engineering,Firewall,69,69
2588,Brazil,8,2021,DDoS,Retail,89.79,454088,Hacker Group,Social Engineering,VPN,70,22
2589,France,5,2018,Phishing,Government,30.68,338619,Hacker Group,Unpatched Software,Antivirus,68,55
2590,Brazil,8,2018,Malware,Banking,31.56,940038,Hacker Group,Zero-day,Antivirus,24,86
2591,USA,10,2017,DDoS,Government,98.73,17805,Nation-state,Weak Passwords,Antivirus,31,39
2592,Japan,9,2020,SQL Injection,Telecommunications,92.13,244933,Nation-state,Social Engineering,AI-based Detection,37,28
2593,USA,10,2016,Phishing,Retail,71.14,198602,Unknown,Zero-day,Firewall,18,48
2594,India,2,2023,DDoS,Retail,73.85,504861,Unknown,Weak Passwords,Antivirus,65,39
2595,UK,3,2016,Malware,Telecommunications,91.24,695618,Nation-state,Social Engineering,Antivirus,14,26
2596,China,1,2022,Man-in-the-Middle,Healthcare,5.4,270732,Unknown,Weak Passwords,Firewall,31,116
2597,UK,3,2015,Phishing,Retail,77.58,270326,Nation-state,Social Engineering,Firewall,24,69
2598,Russia,7,2017,Man-in-the-Middle,Government,80.95,827534,Hacker Group,Unpatched Software,Firewall,29,78
2599,Germany,4,2020,Man-in-the-Middle,Retail,46.07,32499,Insider,Zero-day,Firewall,14,33
2600,Russia,7,2016,Malware,Telecommunications,52.2,279065,Hacker Group,Unpatched Software,VPN,62,24
2601,Germany,4,2017,Ransomware,Telecommunications,49.56,119598,Insider,Unpatched Software,Encryption,43,25
2602,Germany,4,2016,SQL Injection,Education,61.78,387500,Nation-state,Weak Passwords,AI-based Detection,30,107
2603,Brazil,8,2018,Phishing,Education,66.07,656031,Nation-state,Social Engineering,Encryption,36,44
2604,China,1,2022,Ransomware,Education,85.72,637259,Unknown,Zero-day,VPN,57,91
2605,Russia,7,2023,SQL Injection,Education,0.98,623106,Nation-state,Weak Passwords,Firewall,43,118
2606,India,2,2015,DDoS,Education,21.74,513867,Unknown,Zero-day,Firewall,34,104
2607,Australia,6,2023,Man-in-the-Middle,Healthcare,7.54,710871,Insider,Zero-day,Firewall,55,33
2608,India,2,2020,Malware,Healthcare,7.08,875225,Unknown,Zero-day,Antivirus,31,86
2609,Germany,4,2024,Malware,Retail,71.2,989625,Unknown,Social Engineering,Firewall,53,17
2610,China,1,2016,DDoS,Education,89.08,210433,Insider,Weak Passwords,AI-based Detection,63,34
2611,USA,10,2018,Malware,IT,26.31,709153,Hacker Group,Weak Passwords,VPN,45,114
2612,France,5,2020,Ransomware,IT,21.11,568832,Nation-state,Social Engineering,Firewall,12,54
2613,China,1,2022,Phishing,Retail,51.76,355545,Unknown,Weak Passwords,Encryption,68,95
2614,Germany,4,2019,Phishing,Education,90.91,112635,Insider,Weak Passwords,Firewall,55,75
2615,Brazil,8,2015,SQL Injection,Banking,89.39,988268,Unknown,Zero-day,VPN,44,36
2616,India,2,2021,Malware,Education,65.87,357399,Nation-state,Zero-day,Encryption,2,59
2617,Japan,9,2018,Man-in-the-Middle,Government,78.16,512258,Hacker Group,Weak Passwords,Encryption,32,113
2618,Australia,6,2024,Ransomware,Healthcare,24.21,180760,Nation-state,Weak Passwords,Encryption,34,120
2619,USA,10,2023,Man-in-the-Middle,Retail,81.16,691638,Unknown,Zero-day,Antivirus,17,80
2620,Russia,7,2019,Ransomware,IT,80.18,123757,Insider,Social Engineering,Encryption,54,109
2621,Germany,4,2018,DDoS,Telecommunications,70,702285,Hacker Group,Zero-day,AI-based Detection,46,35
2622,Australia,6,2022,DDoS,Education,9.73,907708,Unknown,Unpatched Software,AI-based Detection,44,13
2623,Australia,6,2015,DDoS,Healthcare,4.49,713160,Hacker Group,Unpatched Software,Encryption,26,82
2624,USA,10,2022,Malware,Banking,46.75,239200,Nation-state,Social Engineering,Encryption,8,76
2625,China,1,2016,DDoS,Healthcare,63.15,500521,Nation-state,Weak Passwords,Encryption,27,60
2626,India,2,2015,Phishing,IT,25.47,741259,Hacker Group,Unpatched Software,Antivirus,18,55
2627,Japan,9,2021,SQL Injection,Education,3.97,604843,Insider,Unpatched Software,AI-based Detection,40,11
2628,UK,3,2023,SQL Injection,Education,19.17,697610,Insider,Weak Passwords,Encryption,18,64
2629,Germany,4,2022,SQL Injection,IT,58.35,730850,Hacker Group,Weak Passwords,AI-based Detection,27,107
2630,Australia,6,2018,SQL Injection,IT,65.08,417807,Insider,Social Engineering,Firewall,46,58
2631,India,2,2020,Malware,Healthcare,3.74,58205,Hacker Group,Unpatched Software,Encryption,63,93
2632,India,2,2016,SQL Injection,Healthcare,33.11,830670,Unknown,Social Engineering,Antivirus,11,8
2633,Brazil,8,2024,Ransomware,Government,57.7,691990,Insider,Weak Passwords,Antivirus,41,19
2634,USA,10,2015,Ransomware,Retail,74.68,498089,Insider,Weak Passwords,Encryption,18,120
2635,China,1,2015,Ransomware,IT,86.82,748040,Insider,Weak Passwords,Firewall,18,68
2636,Brazil,8,2018,Ransomware,Healthcare,4.51,909979,Nation-state,Social Engineering,VPN,65,20
2637,Australia,6,2019,Man-in-the-Middle,Banking,27,286038,Nation-state,Social Engineering,Encryption,43,73
2638,Russia,7,2021,SQL Injection,Retail,82.88,479586,Insider,Zero-day,AI-based Detection,8,111
2639,Australia,6,2020,Phishing,Banking,42.03,454763,Hacker Group,Social Engineering,Firewall,14,69
2640,UK,3,2019,Phishing,Telecommunications,33.85,60183,Nation-state,Unpatched Software,AI-based Detection,17,85
2641,Russia,7,2018,Phishing,Education,94.6,596801,Nation-state,Weak Passwords,Antivirus,70,21
2642,China,1,2021,Ransomware,IT,71.9,698786,Hacker Group,Zero-day,Antivirus,21,106
2643,Japan,9,2021,DDoS,Telecommunications,94.23,441749,Nation-state,Unpatched Software,AI-based Detection,55,13
2644,China,1,2018,SQL Injection,Healthcare,76.4,966102,Hacker Group,Social Engineering,Firewall,1,58
2645,India,2,2017,Malware,Healthcare,66.29,430200,Unknown,Zero-day,Antivirus,48,86
2646,UK,3,2023,Ransomware,Banking,49.89,638668,Nation-state,Social Engineering,Encryption,47,109
2647,UK,3,2019,DDoS,Healthcare,81.91,127817,Nation-state,Weak Passwords,Antivirus,66,39
2648,Brazil,8,2017,Man-in-the-Middle,Government,14.54,491794,Nation-state,Zero-day,Encryption,4,103
2649,Germany,4,2024,Ransomware,IT,33.44,737958,Hacker Group,Social Engineering,Encryption,54,109
2650,Australia,6,2017,DDoS,Education,31.74,724207,Hacker Group,Weak Passwords,Firewall,54,97
2651,Germany,4,2018,SQL Injection,Healthcare,78.11,451780,Hacker Group,Unpatched Software,VPN,28,99
2652,India,2,2016,Man-in-the-Middle,Healthcare,8.25,875227,Unknown,Zero-day,AI-based Detection,20,45
2653,Brazil,8,2018,Malware,Banking,17.52,334945,Nation-state,Weak Passwords,Antivirus,33,46
2654,Australia,6,2023,DDoS,IT,81.89,525978,Unknown,Weak Passwords,Antivirus,12,39
2655,UK,3,2016,Phishing,Retail,37.29,761252,Insider,Weak Passwords,VPN,57,32
2656,China,1,2017,Phishing,Government,38.87,168075,Insider,Social Engineering,AI-based Detection,52,101
2657,Japan,9,2015,Ransomware,Banking,6.57,443408,Hacker Group,Weak Passwords,Encryption,71,120
2658,UK,3,2018,DDoS,IT,17.99,60917,Unknown,Zero-day,VPN,1,38
2659,USA,10,2017,Man-in-the-Middle,Banking,59.54,839892,Nation-state,Weak Passwords,Encryption,20,113
2660,Brazil,8,2021,Ransomware,Government,72.14,673933,Unknown,Zero-day,AI-based Detection,22,115
2661,USA,10,2021,Ransomware,Education,84.64,534283,Insider,Social Engineering,VPN,49,20
2662,UK,3,2022,DDoS,Education,32.2,49715,Insider,Unpatched Software,Encryption,72,82
2663,China,1,2022,SQL Injection,Banking,1.16,297461,Hacker Group,Zero-day,Firewall,15,119
2664,Russia,7,2021,SQL Injection,Healthcare,48.71,861410,Unknown,Social Engineering,VPN,7,96
2665,Germany,4,2016,DDoS,Telecommunications,14.28,547178,Insider,Social Engineering,Firewall,45,49
2666,Japan,9,2020,Ransomware,Banking,37.38,273660,Insider,Weak Passwords,Firewall,6,68
2667,Brazil,8,2023,Phishing,IT,23.01,195113,Unknown,Unpatched Software,Encryption,4,57
2668,China,1,2018,Man-in-the-Middle,Banking,9.77,881294,Insider,Unpatched Software,AI-based Detection,3,16
2669,USA,10,2024,Phishing,Government,58.64,146937,Hacker Group,Social Engineering,Firewall,10,69
2670,Russia,7,2016,Phishing,Healthcare,11.29,72191,Unknown,Weak Passwords,Antivirus,3,21
2671,Australia,6,2022,Man-in-the-Middle,Government,90.65,898589,Hacker Group,Zero-day,AI-based Detection,58,45
2672,Japan,9,2024,Malware,Telecommunications,30.66,430306,Nation-state,Weak Passwords,VPN,67,114
2673,Australia,6,2022,DDoS,IT,27.02,835814,Insider,Weak Passwords,Encryption,40,60
2674,Russia,7,2015,SQL Injection,IT,56.07,837322,Insider,Zero-day,AI-based Detection,25,111
2675,Russia,7,2019,SQL Injection,Telecommunications,10.88,299403,Unknown,Unpatched Software,Antivirus,23,41
2676,USA,10,2024,Man-in-the-Middle,Government,96.13,482492,Unknown,Social Engineering,Encryption,17,73
2677,China,1,2022,DDoS,IT,88.61,777010,Hacker Group,Weak Passwords,VPN,34,90
2678,Germany,4,2021,DDoS,IT,73.5,806210,Unknown,Weak Passwords,Antivirus,5,39
2679,China,1,2024,Malware,Government,1.17,281616,Nation-state,Unpatched Software,Encryption,6,93
2680,India,2,2023,Ransomware,Banking,42.02,827952,Hacker Group,Unpatched Software,AI-based Detection,21,87
2681,USA,10,2020,Malware,Retail,59.15,179586,Hacker Group,Social Engineering,VPN,27,74
2682,UK,3,2022,Phishing,Retail,26.63,725905,Hacker Group,Zero-day,VPN,54,10
2683,USA,10,2016,DDoS,Healthcare,30.49,723411,Hacker Group,Weak Passwords,AI-based Detection,40,34
2684,India,2,2024,Malware,Banking,14.01,141437,Nation-state,Weak Passwords,Firewall,10,98
2685,USA,10,2019,DDoS,Government,49.88,441744,Unknown,Weak Passwords,Firewall,40,97
2686,Japan,9,2016,Malware,Telecommunications,4.84,936738,Insider,Weak Passwords,Antivirus,8,46
2687,USA,10,2024,Malware,Education,75.51,822636,Insider,Social Engineering,Antivirus,63,26
2688,Australia,6,2018,Malware,Banking,68.32,843891,Unknown,Weak Passwords,Antivirus,31,46
2689,Russia,7,2020,DDoS,Healthcare,6.37,82576,Nation-state,Weak Passwords,VPN,40,90
2690,France,5,2024,Ransomware,Banking,97.53,759522,Unknown,Weak Passwords,VPN,39,110
2691,UK,3,2024,Ransomware,Banking,12.22,860343,Hacker Group,Weak Passwords,Antivirus,42,19
2692,Australia,6,2023,Malware,Government,55.72,14483,Nation-state,Weak Passwords,Firewall,36,98
2693,Japan,9,2023,Malware,Telecommunications,67.77,871255,Hacker Group,Social Engineering,AI-based Detection,24,61
2694,India,2,2019,Man-in-the-Middle,Government,98.86,48647,Unknown,Zero-day,Encryption,48,103
2695,Australia,6,2024,Phishing,Education,74.75,109907,Insider,Social Engineering,VPN,5,47
2696,Brazil,8,2022,Man-in-the-Middle,Retail,89.11,749386,Unknown,Unpatched Software,Firewall,16,78
